Categori­a;Propiedad EPM;Propiedad Compartido;Propiedad Cliente;Periodo
Industrial y Comercial;1044.53;1009.63;974.72;202402
ESPD*;957.49;925.49;893.49;202402
Oficial y Exentos de Contribucion;870.45;841.36;812.26;202402
Industrial y Comercial - Punta;1085.71;1050.80;1015.89;202402
Industrial y Comercial - Fuera de Punta;1015.46;980.55;945.64;202402
Oficial y Exentos - Punta;904.76;875.67;846.58;202402
Oficial y Exentos - Fuera de Punta;846.21;817.12;788.03;202402
Estrato 1 - Rango 0 - CS;366.77;354.94;343.10;202403
Estrato 1 - Rango > CS;884.21;854.95;825.70;202403
Estrato 2 - Rango 0 - CS;458.47;443.67;428.88;202403
Estrato 2 - Rango > CS;884.21;854.95;825.70;202403
Estrato 3 - Rango 0 - CS;751.57;726.71;701.84;202403
Estrato 3 - Rango > CS;884.21;854.95;825.70;202403
Estrato 4 - Todo el consumo;884.21;854.95;825.70;202403
Estrato 5 y 6 - Todo el consumo;1061.05;1025.94;990.84;202403
Industrial y Comercial;1061.05;1025.94;990.84;202403
ESPD*;972.63;940.45;908.27;202403
Oficial y Exentos de Contribucion;884.21;854.95;825.70;202403
Industrial y Comercial - Punta;1111.68;1076.58;1041.47;202403
Industrial y Comercial - Fuera de Punta;1045.86;1010.76;975.65;202403
Oficial y Exentos - Punta;926.40;897.15;867.89;202403
Oficial y Exentos - Fuera de Punta;871.55;842.30;813.04;202403
Estrato 1 - Rango 0 - CS;369.36;357.44;345.52;202404
Estrato 1 - Rango > CS;899.50;870.18;840.86;202404
Estrato 2 - Rango 0 - CS;461.70;446.80;431.90;202404
Estrato 2 - Rango > CS;899.50;870.18;840.86;202404
Estrato 3 - Rango 0 - CS;764.58;739.66;714.73;202404
Estrato 3 - Rango > CS;899.50;870.18;840.86;202404
Estrato 4 - Todo el consumo;899.50;870.18;840.86;202404
Estrato 5 y 6 - Todo el consumo;1079.41;1044.22;1009.04;202404
Industrial y Comercial;1079.41;1044.22;1009.04;202404
ESPD*;989.46;957.20;924.95;202404
Oficial y Exentos de Contribucion;899.50;870.18;840.86;202404
Industrial y Comercial - Punta;1129.40;1094.22;1059.03;202404
Industrial y Comercial - Fuera de Punta;1069.39;1034.20;999.02;202404
Oficial y Exentos - Punta;941.17;911.85;882.53;202404
Oficial y Exentos - Fuera de Punta;891.16;861.84;832.51;202404
Estrato 1 - Rango 0 - CS;377.50;365.81;354.12;202405
Estrato 1 - Rango > CS;943.74;914.52;885.30;202405
Estrato 2 - Rango 0 - CS;471.87;457.26;442.65;202405
Estrato 2 - Rango > CS;943.74;914.52;885.30;202405
Estrato 3 - Rango 0 - CS;802.18;777.34;752.50;202405
Estrato 3 - Rango > CS;943.74;914.52;885.30;202405
Estrato 4 - Todo el consumo;943.74;914.52;885.30;202405
Estrato 5 y 6 - Todo el consumo;1132.49;1097.42;1062.36;202405
Industrial y Comercial;1132.49;1097.42;1062.36;202405
ESPD*;1038.12;1005.97;973.83;202405
Oficial y Exentos de Contribucion;943.74;914.52;885.30;202405
Industrial y Comercial - Punta;1131.40;1096.34;1061.27;202405
Industrial y Comercial - Fuera de Punta;1133.43;1098.37;1063.30;202405
Oficial y Exentos - Punta;942.83;913.61;884.39;202405
Oficial y Exentos - Fuera de Punta;944.53;915.31;886.08;202405
Estrato 1 - Rango 0 - CS;379.09;367.35;355.61;202406
Estrato 1 - Rango > CS;842.86;813.86;784.85;202406
Estrato 2 - Rango 0 - CS;473.86;459.19;444.52;202406
Estrato 2 - Rango > CS;842.86;813.86;784.85;202406
Estrato 3 - Rango 0 - CS;716.43;691.78;667.12;202406
Estrato 3 - Rango > CS;842.86;813.86;784.85;202406
Estrato 4 - Todo el consumo;842.86;813.86;784.85;202406
Estrato 5 y 6 - Todo el consumo;1011.44;976.63;941.82;202406
Industrial y Comercial;1011.44;976.63;941.82;202406
ESPD*;927.15;895.24;863.33;202406
Oficial y Exentos de Contribucion;842.86;813.86;784.85;202406
Industrial y Comercial - Punta;1129.84;1095.03;1060.22;202406
Industrial y Comercial - Fuera de Punta;994.67;959.86;925.06;202406
Oficial y Exentos - Punta;941.53;912.52;883.52;202406
Oficial y Exentos - Fuera de Punta;828.89;799.89;770.88;202406
Estrato 1 - Rango 0 - CS;380.31;368.53;356.76;202407
Estrato 1 - Rango > CS;848.54;819.47;790.41;202407
Estrato 2 - Rango 0 - CS;475.39;460.67;445.95;202407
Estrato 2 - Rango > CS;848.54;819.47;790.41;202407
Estrato 3 - Rango 0 - CS;721.26;696.55;671.85;202407
Estrato 3 - Rango > CS;848.54;819.47;790.41;202407
Estrato 4 - Todo el consumo;848.54;819.47;790.41;202407
Estrato 5 y 6 - Todo el consumo;1018.24;983.37;948.50;202407
Industrial y Comercial;1018.24;983.37;948.50;202407
ESPD*;933.39;901.42;869.45;202407
Oficial y Exentos de Contribucion;848.54;819.47;790.41;202407
Industrial y Comercial - Punta;1116.98;1082.11;1047.23;202407
Industrial y Comercial - Fuera de Punta;1016.30;981.42;946.55;202407
Oficial y Exentos - Punta;930.82;901.76;872.69;202407
Oficial y Exentos - Fuera de Punta;846.91;817.85;788.79;202407
Estrato 1 - Rango 0 - CS;381.08;369.28;357.48;202408
Estrato 1 - Rango > CS;854.74;825.66;796.58;202408
Estrato 2 - Rango 0 - CS;476.35;461.60;446.85;202408
Estrato 2 - Rango > CS;854.74;825.66;796.58;202408
Estrato 3 - Rango 0 - CS;726.53;701.81;677.09;202408
Estrato 3 - Rango > CS;854.74;825.66;796.58;202408
Estrato 4 - Todo el consumo;854.74;825.66;796.58;202408
Estrato 5 y 6 - Todo el consumo;1025.69;990.79;955.89;202408
Industrial y Comercial;1025.69;990.79;955.89;202408
ESPD*;940.22;908.23;876.24;202408
Oficial y Exentos de Contribucion;854.74;825.66;796.58;202408
Industrial y Comercial - Punta;1035.73;1000.83;965.93;202408
Industrial y Comercial - Fuera de Punta;1023.59;988.70;953.80;202408
Oficial y Exentos - Punta;863.11;834.02;804.94;202408
Oficial y Exentos - Fuera de Punta;852.99;823.91;794.83;202408
Estrato 1 - Rango 0 - CS;381.08;369.28;357.48;202409
Estrato 1 - Rango > CS;842.28;813.47;784.66;202409
Estrato 2 - Rango 0 - CS;476.35;461.60;446.85;202409
Estrato 2 - Rango > CS;842.28;813.47;784.66;202409
Estrato 3 - Rango 0 - CS;715.94;691.45;666.96;202409
Estrato 3 - Rango > CS;842.28;813.47;784.66;202409
Estrato 4 - Todo el consumo;842.28;813.47;784.66;202409
Estrato 5 y 6 - Todo el consumo;1010.73;976.16;941.59;202409
Industrial y Comercial;1010.73;976.16;941.59;202409
ESPD*;926.51;894.82;863.13;202409
Oficial y Exentos de Contribucion;842.28;813.47;784.66;202409
Industrial y Comercial - Punta;1006.44;971.86;937.29;202409
Industrial y Comercial - Fuera de Punta;996.45;961.88;927.31;202409
Oficial y Exentos - Punta;838.70;809.89;781.08;202409
Oficial y Exentos - Fuera de Punta;830.38;801.57;772.76;202409
Estrato 1 - Rango 0 - CS;382.01;370.18;358.35;202410
Estrato 1 - Rango > CS;876.14;847.15;818.16;202410
Estrato 2 - Rango 0 - CS;477.51;462.72;447.94;202410
Estrato 2 - Rango > CS;876.14;847.15;818.16;202410
Estrato 3 - Rango 0 - CS;744.72;720.08;695.44;202410
Estrato 3 - Rango > CS;876.14;847.15;818.16;202410
Estrato 4 - Todo el consumo;876.14;847.15;818.16;202410
Estrato 5 y 6 - Todo el consumo;1051.37;1016.58;981.79;202410
Industrial y Comercial;1051.37;1016.58;981.79;202410
ESPD*;963.76;931.87;899.98;202410
Oficial y Exentos de Contribucion;876.14;847.15;818.16;202410
Industrial y Comercial - Punta;1030.25;995.47;960.68;202410
Industrial y Comercial - Fuera de Punta;1050.46;1015.68;980.89;202410
Oficial y Exentos - Punta;858.55;829.56;800.57;202410
Oficial y Exentos - Fuera de Punta;875.39;846.40;817.41;202410
Estrato 1 - Rango 0 - CS;381.50;369.69;357.88;202411
Estrato 1 - Rango > CS;906.16;877.03;847.91;202411
Estrato 2 - Rango 0 - CS;476.88;462.11;447.35;202411
Estrato 2 - Rango > CS;906.16;877.03;847.91;202411
Estrato 3 - Rango 0 - CS;770.23;745.48;720.72;202411
Estrato 3 - Rango > CS;906.16;877.03;847.91;202411
Estrato 4 - Todo el consumo;906.16;877.03;847.91;202411
Estrato 5 y 6 - Todo el consumo;1087.39;1052.44;1017.49;202411
Industrial y Comercial;1087.39;1052.44;1017.49;202411
ESPD*;996.77;964.74;932.70;202411
Oficial y Exentos de Contribucion;906.16;877.03;847.91;202411
Industrial y Comercial - Punta;1077.76;1042.81;1007.86;202411
Industrial y Comercial - Fuera de Punta;1091.47;1056.53;1021.58;202411
Oficial y Exentos - Punta;898.13;869.01;839.88;202411
Oficial y Exentos - Fuera de Punta;909.56;880.44;851.31;202411
Estrato 1 - Rango 0 - CS;382.54;370.69;358.85;202412
Estrato 1 - Rango > CS;891.09;861.62;832.15;202412
Estrato 2 - Rango 0 - CS;478.17;463.36;448.56;202412
Estrato 2 - Rango > CS;891.09;861.62;832.15;202412
Estrato 3 - Rango 0 - CS;757.42;732.37;707.33;202412
Estrato 3 - Rango > CS;891.09;861.62;832.15;202412
Estrato 4 - Todo el consumo;891.09;861.62;832.15;202412
Estrato 5 y 6 - Todo el consumo;1069.30;1033.94;998.58;202412
Industrial y Comercial;1069.30;1033.94;998.58;202412
ESPD*;980.19;947.78;915.36;202412
Oficial y Exentos de Contribucion;891.09;861.62;832.15;202412
Industrial y Comercial - Punta;1059.41;1024.05;988.69;202412
Industrial y Comercial - Fuera de Punta;1071.87;1036.51;1001.15;202412
Oficial y Exentos - Punta;882.84;853.38;823.91;202412
Oficial y Exentos - Fuera de Punta;893.23;863.76;834.29;202412
